종목코드,종목명,시장,현재가,등락률,거래량,거래대금,시가총액,상장주식수
060310,3S,KOSDAQ,1462,-5.31,944915,1397586732,77572316480,53059040
095570,AJ네트웍스,KOSPI,4790,2.9,490129,2313032935,216760715610,45252759
006840,AK홀딩스,KOSPI,7990,2.96,21733,167748395,105848012390,13247561
054620,APS,KOSDAQ,5570,-4.46,217202,1190343195,102455810970,18394221
079810,APS이노베이션,KOSDAQ,5170,-3.72,281559,1442135870,111300245980,21528094
265520,AP시스템,KOSDAQ,26250,0.38,109285,2805835300,395084051250,15050821
211270,AP위성,KOSDAQ,18020,17.01,2712882,48599871080,271783118080,15082304
027410,BGF,KOSPI,4880,-1.91,276292,1354697635,467097940080,95716791
282330,BGF리테일,KOSPI,136200,-3.2,51476,6976170450,2354067997200,17283906
126600,BGF에코머티리얼즈,KOSDAQ,3865,-4.21,544415,2113101126,242594064635,62766899
138930,BNK금융지주,KOSPI,17260,-0.35,1249232,21464509860,5356244589580,310327033
001460,BYC,KOSPI,45500,1.9,7473,337944750,284199825000,6246150
001465,BYC우,KOSPI,31000,-2.36,1702,52099450,66769350000,2153850
083790,CG인바이츠,KOSDAQ,1135,0.53,142958,156734039,87274896570,76894182
001040,CJ,KOSPI,170300,-21.52,839526,148618385750,4968842759400,29176998
079160,CJ CGV,KOSPI,4915,0.31,435576,2108648841,813837422275,165582385
035760,CJ ENM,KOSDAQ,42500,-3.19,81491,3463697900,931989045000,21929154
311690,CJ 바이오사이언스,KOSDAQ,6150,-6.11,27538,172056000,80352591300,13065462
00104K,CJ4우(전환),KOSPI,154400,-18.44,49270,7780003650,652573452800,4226512
000120,CJ대한통운,KOSPI,89200,-3.46,80470,7223475850,2034861084800,22812344
011150,CJ씨푸드,KOSPI,2450,-2.0,174604,429508510,88030393850,35930773
011155,CJ씨푸드1우,KOSPI,13320,0.15,68,906920,2664000000,200000
001045,CJ우,KOSPI,82400,-6.26,13129,1087456400,186242375200,2260223
097950,CJ제일제당,KOSPI,221500,-3.06,51363,11469310250,3334502199000,15054186
097955,CJ제일제당 우,KOSPI,132300,-1.27,6628,875659300,175619385900,1327433
051500,CJ프레시웨이,KOSDAQ,24900,-4.23,22808,571833425,295602491400,11871586
058820,CMG제약,KOSDAQ,1450,-0.68,1041418,1498837333,214371165350,147842183
056730,CNT85,KOSDAQ,2070,-19.46,74883,156327670,30682030590,14822237
000480,CR홀딩스,KOSPI,4825,-1.03,50479,242573603,226246614250,46890490
065770,CS,KOSDAQ,1584,0.0,0,0,30747229920,19411130
083660,CSA 코스믹,KOSDAQ,305,3.04,1507315,461624227,19162984995,62829459
000590,CS홀딩스,KOSPI,77500,1.97,3513,271024600,89472355000,1154482
012030,DB,KOSPI,2000,-5.88,2132699,4295805376,402347866000,201173933
477760,DB금융스팩12호,KOSDAQ,2230,0.0,0,0,13023200000,5840000
005830,DB손해보험,KOSPI,160600,-2.37,263205,42117989100,10519356049400,65500349
016610,DB증권,KOSPI,12500,-3.85,160103,1991969480,530579862500,42446389
000990,DB하이텍,KOSPI,170900,4.53,726476,122130227700,7434934089200,43504588
099520,DGI,KOSDAQ,1284,0.0,0,0,58141862016,45281824
000300,DH오토넥스,KOSPI,4200,0.0,0,0,174035631000,41437055
290120,DH오토리드,KOSDAQ,2720,0.18,53132,145711620,43041957280,15824249
025440,DH오토웨어,KOSDAQ,781,-2.13,206805,160092646,38098135944,48781224
001530,DI동일,KOSPI,27750,-1.77,72672,2015127125,574858482750,20715621
015590,DKME,KOSPI,2900,-2.85,3666358,10043719282,137449293200,47396308
000210,DL,KOSPI,57400,-4.17,99983,5640821000,1202867741600,20955884
000215,DL우,KOSPI,25350,-3.24,4671,117091750,42743015250,1686115
375500,DL이앤씨,KOSPI,79700,-0.75,633506,49581891500,3083881753100,38693623
37550L,DL이앤씨2우(전환),KOSPI,47600,-1.45,9282,431726225,100528867600,2111951
37550K,DL이앤씨우,KOSPI,25800,-2.46,15155,388009750,54538233000,2113885
068790,DMS,KOSDAQ,7110,1.14,109636,759946540,160474292640,22570224
007340,DN오토모티브,KOSPI,48700,-4.32,456954,21459830100,2849479125500,58510865
004840,DRB동일,KOSPI,4930,-1.6,48208,239607170,95012754520,19272364
241520,DSC인베스트먼트,KOSDAQ,13360,-2.34,529349,7047804600,355376000000,26600000
155660,DSR,KOSPI,4450,1.6,86268,378915320,71200000000,16000000
