종목코드,종목명,시장,현재가,등락률,거래량,거래대금,시가총액,상장주식수
060310,3S,KOSDAQ,1571,-8.07,1657300,2641514153,83355751840,53059040
095570,AJ네트웍스,KOSPI,4895,-0.71,252290,1230352462,221512255305,45252759
006840,AK홀딩스,KOSPI,8100,-2.88,13600,110130790,107305244100,13247561
054620,APS,KOSDAQ,6500,-3.85,138707,913983055,119562436500,18394221
079810,APS이노베이션,KOSDAQ,6080,-0.65,314556,1939841060,130890811520,21528094
265520,AP시스템,KOSDAQ,25850,-1.34,99116,2538892350,389063722850,15050821
211270,AP위성,KOSDAQ,16840,-4.05,223357,3771766945,253985999360,15082304
139050,BF랩스,KOSDAQ,601,24.95,1314641,704051221,5195375151,8644551
027410,BGF,KOSPI,5140,-0.58,169464,870039735,491984305740,95716791
282330,BGF리테일,KOSPI,133900,3.72,86827,11400952550,2314315013400,17283906
126600,BGF에코머티리얼즈,KOSDAQ,4100,-2.26,362373,1482193638,257344285900,62766899
138930,BNK금융지주,KOSPI,18200,0.39,1105232,20164383465,5647952000600,310327033
001460,BYC,KOSPI,49100,-1.41,5829,283627350,306685965000,6246150
001465,BYC우,KOSPI,32800,-3.53,1064,35123925,70646280000,2153850
083790,CG인바이츠,KOSDAQ,1170,1.3,223820,258025738,89966192940,76894182
001040,CJ,KOSPI,217500,0.93,99418,21778525500,6345997065000,29176998
079160,CJ CGV,KOSPI,4815,0.73,420719,2031917129,797279106735,165582369
035760,CJ ENM,KOSDAQ,51300,-3.21,99928,5209730450,1124965600200,21929154
311690,CJ 바이오사이언스,KOSDAQ,7750,-0.51,18402,141984940,101257330500,13065462
00104K,CJ4우(전환),KOSPI,188900,1.18,7679,1451041400,798388116800,4226512
000120,CJ대한통운,KOSPI,100800,1.1,84323,8436169500,2299484275200,22812344
011150,CJ씨푸드,KOSPI,2620,-0.95,147996,388197700,94138625260,35930773
011155,CJ씨푸드1우,KOSPI,13240,0.53,143,1883090,2648000000,200000
001045,CJ우,KOSPI,89500,1.02,2342,209537300,202289958500,2260223
097950,CJ제일제당,KOSPI,231500,0.65,55377,12783715500,3485044059000,15054186
097955,CJ제일제당 우,KOSPI,136300,-0.29,3927,535431800,180929117900,1327433
051500,CJ프레시웨이,KOSDAQ,26850,0.37,44996,1199776200,318752084100,11871586
058820,CMG제약,KOSDAQ,1633,-2.62,1389809,2302958517,241426284839,147842183
056730,CNT85,KOSDAQ,514,0.0,0,0,38093149604,74111186
000480,CR홀딩스,KOSPI,4970,-1.0,23339,116133330,233045735300,46890490
065770,CS,KOSDAQ,1584,0.0,0,0,30747229920,19411130
083660,CSA 코스믹,KOSDAQ,359,-2.45,974353,344971663,22555775781,62829459
000590,CS홀딩스,KOSPI,79600,-0.75,453,36018800,91896767200,1154482
012030,DB,KOSPI,1969,0.61,1082065,2134946656,396111474077,201173933
477760,DB금융스팩12호,KOSDAQ,2230,0.0,0,0,13023200000,5840000
005830,DB손해보험,KOSPI,165000,1.85,229621,37405445600,10807557585000,65500349
016610,DB증권,KOSPI,15420,-1.22,361519,5621093160,654523318380,42446389
000990,DB하이텍,KOSPI,157500,-2.78,783546,121076615250,6851972610000,43504588
099520,DGI,KOSDAQ,1284,0.0,0,0,58141862016,45281824
000300,DH오토넥스,KOSPI,4200,0.0,0,0,174035631000,41437055
290120,DH오토리드,KOSDAQ,2950,-1.5,67243,198557360,46681534550,15824249
025440,DH오토웨어,KOSDAQ,870,-3.33,121974,107477249,42439664880,48781224
001530,DI동일,KOSPI,28250,-2.08,100855,2807729800,585216293250,20715621
015590,DKME,KOSPI,515,0.0,0,0,122045495160,236981544
000210,DL,KOSPI,65600,0.15,183945,11985533100,1374705990400,20955884
000215,DL우,KOSPI,29100,1.22,5134,149431925,49065946500,1686115
375500,DL이앤씨,KOSPI,100300,7.73,1868023,184481098950,3880970386900,38693623
37550L,DL이앤씨2우(전환),KOSPI,60700,9.17,22923,1359091100,128195425700,2111951
37550K,DL이앤씨우,KOSPI,31750,5.31,47623,1498283950,67115848750,2113885
068790,DMS,KOSDAQ,8020,-4.07,114688,934731235,181013196480,22570224
007340,DN오토모티브,KOSPI,51200,3.43,224254,11334060125,2995756288000,58510865
004840,DRB동일,KOSPI,5250,2.74,219358,1183597380,101179911000,19272364
241520,DSC인베스트먼트,KOSDAQ,15780,-3.78,1088416,17318697505,419748000000,26600000
155660,DSR,KOSPI,4440,-0.89,43791,196029820,71040000000,16000000
069730,DSR제강,KOSPI,5600,0.0,126933,722908090,80640000000,14400000
017860,DS단석,KOSPI,23050,-7.24,360573,8420911250,409348153950,17759139
180400,DXVX,KOSDAQ,4245,1.19,181667,763100405,417832938840,98429432
092780,DYP,KOSPI,5050,0.0,45399,229199975,66500723000,13168460
017940,E1,KOSPI,100400,-4.2,14810,1498290850,688744000000,6860000
418620,E8,KOSDAQ,1384,-4.22,161924,224415189,27473060168,19850477
245620,EDGC,KOSDAQ,415,0.0,0,0,57474989665,138493951
037370,EG,KOSDAQ,5210,-1.7,32303,168190200,44936104120,8624972
365550,ESR켄달스퀘어리츠,KOSPI,4330,3.1,489901,2068796883,1065565370000,246089000
050120,ES큐브,KOSDAQ,2900,1.93,7717,22116890,39335849400,13564086
383220,F&F,KOSPI,80400,2.42,167835,13318362550,3079888830000,38307075
