종목코드,종목명,시장,현재가,등락률,거래량,거래대금,시가총액,상장주식수
005930,삼성전자,KOSPI,313000,-4.86,22485281,7037892953000,1829885200000000,5846279000
000660,SK하이닉스,KOSPI,2028000,-2.03,4038956,8191002768000,1445360400000000,712702000
005935,삼성전자우,KOSPI,201500,-4.5,3003803,605266304500,161677800000000,802371000
402340,SK스퀘어,KOSPI,1177000,-6.44,431267,507601259000,155315000000000,131958000
005380,현대차,KOSPI,655000,-6.43,796984,522024520000,134116300000000,204758000
009150,삼성전기,KOSPI,1709000,-2.73,775663,1325608067000,127651500000000,74694000
373220,LG에너지솔루션,KOSPI,396500,-4.23,191065,75757272500,92781000000000,234000000
032830,삼성생명,KOSPI,380500,-7.76,254504,96838772000,76100000000000,200000000
028260,삼성물산,KOSPI,423000,-8.14,244716,103514868000,68596900000000,162168000
329180,HD현대중공업,KOSPI,634000,-4.52,220673,139906682000,66545400000000,104961000
000270,기아,KOSPI,153700,-4.59,644246,99020610200,60006500000000,390413000
207940,삼성바이오로직스,KOSPI,1243000,-7.24,39694,49339642000,57539700000000,46291000
105560,KB금융,KOSPI,153100,-10.78,1200225,183754447500,57083400000000,372850000
012330,현대모비스,KOSPI,629000,-9.76,439930,276715970000,57070800000000,90733000
034020,두산에너빌리티,KOSPI,88000,-7.95,2121761,186714968000,56369400000000,640561000
012450,한화에어로스페이스,KOSPI,1008000,-3.91,90694,91419552000,51975900000000,51563000
055550,신한지주,KOSPI,97400,-9.4,1247291,121486143400,46231300000000,474654000
066570,LG전자,KOSPI,281500,-7.1,2880527,810868350500,45852000000000,162885000
035420,NAVER,KOSPI,285500,11.74,6142848,1753783104000,44787500000000,156874000
034730,SK,KOSPI,592000,-5.28,117258,69416736000,42921600000000,72503000
006400,삼성SDI,KOSPI,518000,-8.8,276639,143299002000,41743300000000,80586000
068270,셀트리온,KOSPI,161000,-6.07,382857,61639977000,35683000000000,221633000
042660,한화오션,KOSPI,107100,-4.55,657740,70443954000,32816900000000,306413000
267260,HD현대일렉트릭,KOSPI,904000,-5.44,101156,91445024000,32586600000000,36047000
010120,LS ELECTRIC,KOSPI,211000,-7.05,382937,80799707000,31650000000000,150000000
086790,하나금융지주,KOSPI,113200,-8.41,605076,68494603200,31058400000000,274368000
298040,효성중공업,KOSPI,3193000,-5.53,28432,90783376000,29773300000000,9325000
000810,삼성화재,KOSPI,663000,-4.6,88872,58922136000,29601300000000,44647000
005490,POSCO홀딩스,KOSPI,364000,-6.67,208309,75824476000,28843900000000,79242000
006800,미래에셋증권,KOSPI,51200,-9.22,2503344,128171212800,28649800000000,559567000
069500,KODEX 200,KOSPI,124645,-4.87,14323232,1785319252640,27303500000000,219050000
011070,LG이노텍,KOSPI,1142000,-1.55,334668,382190856000,27027800000000,23667000
000150,두산,KOSPI,1627000,-6.49,60462,98371674000,26347400000000,16194000
009540,HD한국조선해양,KOSPI,364500,-3.83,115420,42070590000,25796800000000,70773000
042700,한미반도체,KOSPI,261500,-7.6,436200,114066300000,24924100000000,95312000
010130,고려아연,KOSPI,1158000,-8.46,12615,14608170000,24170900000000,20873000
017670,SK텔레콤,KOSPI,111700,4.98,2795858,312297338600,23992000000000,214790000
010140,삼성중공업,KOSPI,26750,-3.6,1964678,52555136500,23540000000000,880000000
015760,한국전력,KOSPI,36450,-4.33,1303661,47518443450,23399600000000,641964000
051910,LG화학,KOSPI,326000,-6.59,153054,49895604000,23013100000000,70592000
307950,현대오토에버,KOSPI,789000,-5.62,83934,66223926000,21637500000000,27424000
316140,우리금융지주,KOSPI,28800,-7.69,1973833,56846390400,21141400000000,734076000
267250,HD현대,KOSPI,250000,-7.92,76886,19221500000,19748300000000,78993000
064350,현대로템,KOSPI,176900,-7.58,222412,39344682800,19307300000000,109142000
360750,TIGER 미국S&P500,KOSPI,28435,-1.42,9118703,259290319805,19099800000000,671700000
018260,삼성에스디에스,KOSPI,238500,-5.54,341252,81388602000,18454600000000,77378000
033780,KT&G,KOSPI,175800,-1.95,101866,17908042800,18249900000000,103810000
096770,SK이노베이션,KOSPI,106100,-7.66,271557,28812197700,17936500000000,169053000
003550,LG,KOSPI,114200,-7.08,408323,46630486600,17612100000000,154222000
011200,HMM,KOSPI,18650,-4.11,733493,13679644450,17591400000000,943238000
138040,메리츠금융지주,KOSPI,103900,-3.17,202740,21064686000,17387400000000,167347000
003670,포스코퓨처엠,KOSPI,192900,-7.7,152705,29456794500,17157700000000,88946000
035720,카카오,KOSPI,38750,-3.73,1558415,60388581250,17118400000000,441765000
272210,한화시스템,KOSPI,87900,-7.08,294383,25876265700,16606000000000,188919000
024110,기업은행,KOSPI,20000,-3.15,1459127,29182540000,15948500000000,797426000
079550,LIG디펜스앤에어로스페이스,KOSPI,706000,-2.75,102869,72625514000,15532000000000,22000000
086280,현대글로비스,KOSPI,195800,-6.54,167512,32798849600,14685000000000,75000000
278470,에이피알,KOSPI,375500,-3.47,62138,23332819000,14058000000000,37438000
000720,현대건설,KOSPI,119200,-9.63,472666,56341787200,13273600000000,111356000
030200,KT,KOSPI,52600,-2.59,118828,6250352800,13256300000000,252022000
071050,한국금융지주,KOSPI,224000,-9.13,124152,27810048000,12482600000000,55726000
010950,S-Oil,KOSPI,109500,-2.93,145652,15948894000,12327800000000,112583000
047810,한국항공우주,KOSPI,125600,-9.64,440853,55371136800,12242900000000,97475000
396500,TIGER 반도체TOP10,KOSPI,46495,-6.17,14986141,696780625795,12214200000000,262700000
006260,LS,KOSPI,380000,-7.43,70665,26852700000,11856000000000,31200000
259960,크래프톤,KOSPI,248500,-3.5,63942,15889587000,11465000000000,46137000
133690,TIGER 미국나스닥100,KOSPI,199915,-2.72,621130,124173203950,11085300000000,55450000
102110,TIGER 200,KOSPI,124770,-4.68,3677443,458834563110,10798800000000,86550000
064400,LG씨엔에스,KOSPI,111400,-5.19,1634031,182031053400,10793100000000,96886000
323410,카카오뱅크,KOSPI,22400,-2.82,925576,20732902400,10687500000000,477120000
005940,NH투자증권,KOSPI,29950,-5.67,440544,13194292800,10672500000000,356344000
0126Z0,삼성에피스홀딩스,KOSPI,409500,-7.77,21711,8890654500,10189600000000,24883000
016360,삼성증권,KOSPI,113000,-8.43,308837,34898581000,10090900000000,89300000
379800,KODEX 미국S&P500,KOSPI,25930,-1.33,10837071,281005251030,9800200000000,377950000
047050,포스코인터내셔널,KOSPI,54400,-7.01,163548,8897011200,9570200000000,175923000
443060,HD현대마린솔루션,KOSPI,210000,-5.41,46053,9671130000,9415000000000,44833000
005830,DB손해보험,KOSPI,136900,-3.86,106857,14628723300,8967000000000,65500000
039490,키움증권,KOSPI,339500,-6.73,53764,18252878000,8904500000000,26228000
003490,대한항공,KOSPI,24100,-3.21,911067,21956714700,8874100000000,368221000
028050,삼성E&A,KOSPI,45000,-6.93,579671,26085195000,8820000000000,196000000
454910,두산로보틱스,KOSPI,135500,-3.42,3002274,406808127000,8783100000000,64820000
005387,현대차2우B,KOSPI,249000,-4.23,120174,29923326000,8706000000000,34964000
352820,하이브,KOSPI,199600,-4.73,166501,33233599600,8603200000000,43102000
278530,KODEX 200TR,KOSPI,45055,-4.85,1636851,73748321805,8515400000000,189000000
379810,KODEX 미국나스닥100,KOSPI,29930,-2.67,4253598,127310188140,8483700000000,283450000
161390,한국타이어앤테크놀로지,KOSPI,67100,-1.18,289736,19441285600,8312000000000,123875000
122630,KODEX 레버리지,KOSPI,172075,-9.35,13803038,2375157763850,8268200000000,48050000
047040,대우건설,KOSPI,20050,-7.82,4117858,82563052900,8238700000000,410908000
000880,한화,KOSPI,115000,-8.22,165162,18993630000,8108400000000,70508000
007660,이수페타시스,KOSPI,110000,-9.02,471392,51853120000,8075000000000,73409000
488770,KODEX 머니마켓액티브,KOSPI,104565,0.01,744374,77835467310,8055200000000,77035000
003230,삼양식품,KOSPI,1068000,-4.64,19367,20683956000,8045300000000,7533000
001440,대한전선,KOSPI,38100,-4.63,2006211,76436639100,7467300000000,195993000
459580,KODEX CD금리액티브(합성),KOSPI,1074245,0.01,238661,256380385945,7285900000000,6782000
