종목코드,종목명,시장,현재가,등락률,거래량,거래대금,시가총액,상장주식수
005930,삼성전자,KOSPI,332750,11.29,15299228,5090818117000,1945349200000000,5846279000
000660,SK하이닉스,KOSPI,2261000,7.62,2000104,4522235144000,1611420000000000,712702000
402340,SK스퀘어,KOSPI,1379000,12.3,457760,631251040000,181970600000000,131958000
005935,삼성전자우,KOSPI,212500,9.82,2491900,529528750000,170503900000000,802371000
009150,삼성전기,KOSPI,1818000,0.72,745649,1355589882000,135793100000000,74694000
005380,현대차,KOSPI,629000,5.36,568256,357433024000,128792600000000,204758000
373220,LG에너지솔루션,KOSPI,402000,4.55,196273,78901746000,94068000000000,234000000
032830,삼성생명,KOSPI,395000,8.22,130062,51374490000,79000000000000,200000000
028260,삼성물산,KOSPI,436500,6.46,289457,126347980500,70786100000000,162168000
329180,HD현대중공업,KOSPI,659000,2.01,190824,125753016000,69169400000000,104961000
000270,기아,KOSPI,165900,6.35,708159,117483578100,64769500000000,390413000
207940,삼성바이오로직스,KOSPI,1322000,2.8,17448,23066256000,61196600000000,46291000
034020,두산에너빌리티,KOSPI,94100,6.21,1296803,122029162300,60276800000000,640561000
105560,KB금융,KOSPI,164000,8.25,600225,98436900000,58168800000000,354688000
012330,현대모비스,KOSPI,627000,8.85,368183,230850741000,56889300000000,90733000
012450,한화에어로스페이스,KOSPI,1079500,6.46,95188,102755446000,55662700000000,51563000
055550,신한지주,KOSPI,102900,6.19,507248,52195819200,48841900000000,474654000
006400,삼성SDI,KOSPI,562000,12.74,331909,186532858000,45289100000000,80586000
034730,SK,KOSPI,611000,6.26,63030,38511330000,44299200000000,72503000
267260,HD현대일렉트릭,KOSPI,1116000,8.03,130663,145819908000,40228600000000,36047000
035420,NAVER,KOSPI,254000,13.39,2776376,705199504000,39845900000000,156874000
068270,셀트리온,KOSPI,176450,6.17,216198,38148137100,39107200000000,221633000
066570,LG전자,KOSPI,237750,5.2,1613508,383611527000,38725800000000,162885000
010120,LS ELECTRIC,KOSPI,232500,1.31,498901,115994482500,34875000000000,150000000
042660,한화오션,KOSPI,113800,8.9,933816,106268260800,34869800000000,306413000
086790,하나금융지주,KOSPI,123600,7.67,371572,45926299200,33911900000000,274368000
298040,효성중공업,KOSPI,3418000,5.3,29566,101056588000,31871300000000,9325000
042700,한미반도체,KOSPI,326000,12.03,1920411,626053986000,31071800000000,95312000
005490,POSCO홀딩스,KOSPI,383500,7.12,172567,66179444500,30389100000000,79242000
006800,미래에셋증권,KOSPI,53900,5.48,2201240,118646836000,30160700000000,559567000
000810,삼성화재,KOSPI,661000,-0.3,42473,28074653000,29512000000000,44647000
069500,KODEX 200,KOSPI,134155,8.32,9993260,1340645795300,29279300000000,218250000
000150,두산,KOSPI,1785000,10.12,59982,107067870000,28906000000000,16194000
009540,HD한국조선해양,KOSPI,394500,5.06,83856,33081192000,27920000000000,70773000
011070,LG이노텍,KOSPI,1107000,3.26,202234,223873038000,26199500000000,23667000
010130,고려아연,KOSPI,1235000,6.1,7541,9313135000,25778100000000,20873000
015760,한국전력,KOSPI,38500,7.24,1325602,51035677000,24715600000000,641964000
051910,LG화학,KOSPI,343500,8.53,136531,46898398500,24248500000000,70592000
010140,삼성중공업,KOSPI,27300,7.91,2331132,63639903600,24024000000000,880000000
316140,우리금융지주,KOSPI,31500,4.48,841483,26506714500,23123400000000,734076000
017670,SK텔레콤,KOSPI,106800,6.8,990148,105747806400,22939600000000,214790000
064350,현대로템,KOSPI,199100,5.68,255110,50792401000,21730200000000,109142000
307950,현대오토에버,KOSPI,729000,2.68,106012,77282748000,19992100000000,27424000
267250,HD현대,KOSPI,252500,2.85,55592,14036980000,19945800000000,78993000
033780,KT&G,KOSPI,188400,1.78,89535,16868394000,19557900000000,103810000
360750,TIGER 미국S&P500,KOSPI,27930,0.85,9239651,258063452430,19063600000000,682550000
011200,HMM,KOSPI,20000,6.1,883128,17662560000,18864800000000,943238000
018260,삼성에스디에스,KOSPI,242500,5.66,258021,62570092500,18764100000000,77378000
035720,카카오,KOSPI,42150,7.25,1723798,72658085700,18620400000000,441765000
272210,한화시스템,KOSPI,98100,10.72,520939,51104115900,18533000000000,188919000
138040,메리츠금융지주,KOSPI,109600,3.4,127971,14025621600,18341300000000,167347000
096770,SK이노베이션,KOSPI,107300,3.97,249199,26739052700,18139400000000,169053000
003670,포스코퓨처엠,KOSPI,200500,8.55,126427,25348613500,17833700000000,88946000
024110,기업은행,KOSPI,22000,5.01,1031352,22689744000,17543400000000,797426000
079550,LIG디펜스앤에어로스페이스,KOSPI,787000,3.01,80584,63419608000,17314000000000,22000000
003550,LG,KOSPI,110500,2.79,221243,24447351500,16706700000000,151192000
086280,현대글로비스,KOSPI,211500,8.02,98057,20739055500,15862500000000,75000000
278470,에이피알,KOSPI,403000,-1.83,104207,41995421000,15087600000000,37438000
000720,현대건설,KOSPI,132300,7.82,572545,75747703500,14732400000000,111356000
030200,KT,KOSPI,57000,-5.0,286656,16339392000,14365200000000,252022000
047810,한국항공우주,KOSPI,144800,2.04,212892,30826761600,14114400000000,97475000
396500,TIGER 반도체TOP10,KOSPI,53315,9.79,20292430,1081890905450,13768600000000,258250000
071050,한국금융지주,KOSPI,243000,5.65,102822,24985746000,13541400000000,55726000
010950,S-Oil,KOSPI,111100,-1.77,154581,17173949100,12507900000000,112583000
006260,LS,KOSPI,396000,6.02,69251,27423396000,12355200000000,31200000
102110,TIGER 200,KOSPI,134215,8.32,2925410,392633903150,11683400000000,87050000
323410,카카오뱅크,KOSPI,24050,2.78,517426,12444095300,11474700000000,477120000
005940,NH투자증권,KOSPI,32000,2.56,306654,9812928000,11403000000000,356344000
443060,HD현대마린솔루션,KOSPI,250000,1.83,107163,26790750000,11208400000000,44833000
133690,TIGER 미국나스닥100,KOSPI,198690,2.14,549384,109157106960,11166400000000,56200000
259960,크래프톤,KOSPI,239000,2.58,49778,11896942000,11026700000000,46137000
0126Z0,삼성에피스홀딩스,KOSPI,442000,1.84,14990,6625580000,10998300000000,24883000
016360,삼성증권,KOSPI,119800,7.16,205211,24584277800,10698100000000,89300000
047050,포스코인터내셔널,KOSPI,59700,2.75,157045,9375586500,10502600000000,175923000
122630,KODEX 레버리지,KOSPI,195355,17.17,8220709,1605956606695,10187800000000,52150000
003490,대한항공,KOSPI,26950,8.67,1661657,44781656150,9923500000000,368221000
352820,하이브,KOSPI,229500,5.28,126051,28928704500,9892000000000,43102000
005830,DB손해보험,KOSPI,150600,7.57,72477,10915036200,9864400000000,65500000
379800,KODEX 미국S&P500,KOSPI,25465,0.87,8042011,204789810115,9753100000000,383000000
039490,키움증권,KOSPI,369500,8.2,56453,20859383500,9691400000000,26228000
028050,삼성E&A,KOSPI,48650,6.81,1519989,73947464850,9535400000000,196000000
064400,LG씨엔에스,KOSPI,96300,3.55,944149,90921548700,9330100000000,96886000
278530,KODEX 200TR,KOSPI,48475,8.48,845389,40980231775,9219900000000,190200000
161390,한국타이어앤테크놀로지,KOSPI,74200,4.36,159225,11814495000,9191500000000,123875000
047040,대우건설,KOSPI,22200,8.56,11834966,262736245200,9122100000000,410908000
007660,이수페타시스,KOSPI,121300,-1.54,810472,98310253600,8904500000000,73409000
003230,삼양식품,KOSPI,1159000,-1.45,25068,29053812000,8730800000000,7533000
