종목코드,종목명,시장,현재가,등락률,거래량,거래대금,시가총액,상장주식수
060310,3S,KOSDAQ,1443,3.07,495954,729363346,76564194720,53059040
095570,AJ네트웍스,KOSPI,4700,1.4,227155,1060565370,212687967300,45252759
006840,AK홀딩스,KOSPI,7880,1.68,5934,46496575,104390780680,13247561
054620,APS,KOSDAQ,5370,1.51,85214,461583770,98776966770,18394221
079810,APS이노베이션,KOSDAQ,4900,3.38,209667,1036387808,105487660600,21528094
265520,AP시스템,KOSDAQ,26150,6.73,99305,2597608800,393578969150,15050821
211270,AP위성,KOSDAQ,16160,6.39,291735,4687177300,243730032640,15082304
027410,BGF,KOSPI,4775,3.02,272045,1296204565,457047677025,95716791
282330,BGF리테일,KOSPI,132500,-0.38,74888,9846520450,2290117545000,17283906
126600,BGF에코머티리얼즈,KOSDAQ,3675,4.26,219196,811155114,230668353825,62766899
138930,BNK금융지주,KOSPI,17180,2.87,1140055,19387369340,5331418426940,310327033
001460,BYC,KOSPI,41800,-1.42,5205,220229350,261089070000,6246150
001465,BYC우,KOSPI,29650,2.07,981,29038300,63861652500,2153850
083790,CG인바이츠,KOSDAQ,1068,-4.64,269203,289907727,82122986376,76894182
001040,CJ,KOSPI,170200,1.61,165891,28406928350,4965925059600,29176998
079160,CJ CGV,KOSPI,4740,0.42,272440,1299910660,784860504900,165582385
035760,CJ ENM,KOSDAQ,40350,-2.3,130484,5350071825,884841363900,21929154
311690,CJ 바이오사이언스,KOSDAQ,5980,-1.32,39891,237761565,78131462760,13065462
00104K,CJ4우(전환),KOSPI,153100,0.13,11611,1773025800,647078987200,4226512
000120,CJ대한통운,KOSPI,89000,3.85,76337,6756456700,2030298616000,22812344
011150,CJ씨푸드,KOSPI,2340,-1.27,152883,361698835,84078008820,35930773
011155,CJ씨푸드1우,KOSPI,12910,-0.31,587,7547860,2582000000,200000
001045,CJ우,KOSPI,80700,1.25,3488,281355900,182399996100,2260223
097950,CJ제일제당,KOSPI,212500,-0.7,73241,15582530750,3199014525000,15054186
097955,CJ제일제당 우,KOSPI,129400,-0.54,8111,1053368950,171769830200,1327433
051500,CJ프레시웨이,KOSDAQ,24200,0.21,52735,1285164050,287292381200,11871586
058820,CMG제약,KOSDAQ,1358,-1.52,853088,1168474895,200769684514,147842183
056730,CNT85,KOSDAQ,2115,-5.37,36345,78813125,31349031255,14822237
000480,CR홀딩스,KOSPI,4775,0.1,33908,162893136,223902089750,46890490
065770,CS,KOSDAQ,2700,-14.83,3252913,10872197554,26205025500,9705565
083660,CSA 코스믹,KOSDAQ,294,0.0,317237,93341878,18471860946,62829459
000590,CS홀딩스,KOSPI,76400,0.53,267,20350100,88202424800,1154482
012030,DB,KOSPI,2010,6.57,1038712,2071301983,404359605330,201173933
477760,DB금융스팩12호,KOSDAQ,2230,0.0,0,0,13023200000,5840000
005830,DB손해보험,KOSPI,155400,-0.58,267131,41979877700,10178754234600,65500349
016610,DB증권,KOSPI,11930,4.28,112278,1337276935,506385420770,42446389
000990,DB하이텍,KOSPI,181000,11.73,500249,87220693650,7874330428000,43504588
099520,DGI,KOSDAQ,1284,0.0,0,0,58141862016,45281824
000300,DH오토넥스,KOSPI,4200,0.0,0,0,174035631000,41437055
290120,DH오토리드,KOSDAQ,2680,3.88,65776,176042105,42408987320,15824249
025440,DH오토웨어,KOSDAQ,770,3.49,190890,144621325,37561542480,48781224
001530,DI동일,KOSPI,28600,0.35,197620,5633663875,592466760600,20715621
015590,DKME,KOSPI,2305,-8.89,1488837,3541611814,109248489940,47396308
000210,DL,KOSPI,57100,7.94,153973,8623138550,1196580976400,20955884
000215,DL우,KOSPI,25250,5.21,3819,95132175,42574403750,1686115
375500,DL이앤씨,KOSPI,80700,8.47,470435,37731891350,3122575376100,38693623
37550L,DL이앤씨2우(전환),KOSPI,48600,9.09,5132,246094700,102640818600,2111951
37550K,DL이앤씨우,KOSPI,25600,6.0,8553,220018850,54115456000,2113885
068790,DMS,KOSDAQ,6950,1.76,99636,696439330,156863056800,22570224
007340,DN오토모티브,KOSPI,44300,-0.56,237762,10512500700,2592031319500,58510865
004840,DRB동일,KOSPI,4775,2.8,17540,83908649,92025538100,19272364
241520,DSC인베스트먼트,KOSDAQ,13110,6.15,379328,4908304390,348726000000,26600000
155660,DSR,KOSPI,4410,2.92,54372,237725053,70560000000,16000000
069730,DSR제강,KOSPI,5370,1.13,33247,177678780,77328000000,14400000
017860,DS단석,KOSPI,16890,-4.31,302530,5203825920,299951857710,17759139
180400,DXVX,KOSDAQ,3225,-0.31,214315,687004691,317434918200,98429432
092780,DYP,KOSPI,4955,3.23,87162,443944685,65249719300,13168460
017940,E1,KOSPI,92200,3.13,9344,858073100,632492000000,6860000
418620,E8,KOSDAQ,1386,4.21,228962,320130934,27512761122,19850477
245620,EDGC,KOSDAQ,415,0.0,0,0,57474989665,138493951
037370,EG,KOSDAQ,4390,-1.13,37670,168093086,37863627080,8624972
365550,ESR켄달스퀘어리츠,KOSPI,4125,0.49,532285,2214455573,1015117125000,246089000
050120,ES큐브,KOSDAQ,2795,-1.58,9045,25398460,37911620370,13564086
383220,F&F,KOSPI,77400,0.78,100287,7682526950,2964967605000,38307075
007700,F&F홀딩스,KOSPI,17850,2.7,19018,341619965,698191450950,39114367
214270,FSN,KOSDAQ,1438,-2.31,327955,474564198,65076093230,45254585
032620,GC메디아이,KOSDAQ,3540,0.0,161385,575164782,184777872060,52197139
130500,GH신소재,KOSDAQ,2325,0.43,19090,44944140,33817245900,14545052
114090,GKL,KOSPI,11560,0.52,162377,1871504870,715051545200,61855670
900290,GRT,KOSDAQ,3175,0.95,226678,725894384,259715000000,81800000
078930,GS,KOSPI,75400,2.03,356531,26673609750,7005819501200,92915378
083450,GST,KOSDAQ,57500,5.89,263067,14985958400,1059725000000,18430000
006360,GS건설,KOSPI,31000,6.9,1078655,33174123950,2653026190000,85581490
001250,GS글로벌,KOSPI,3560,0.14,1299423,4685976294,293820199840,82533764
007070,GS리테일,KOSPI,27400,4.38,225429,6051088450,2290843171000,83607415
078935,GS우,KOSPI,56200,0.72,5037,283461300,100307221200,1784826
499790,GS피앤엘,KOSPI,46250,-0.64,134944,6378956950,917176396250,19830841
297890,HB솔루션,KOSDAQ,2390,8.39,497838,1185234752,174806784460,73140914
440290,HB인베스트먼트,KOSDAQ,1963,0.72,91410,180720318,53995122090,27506430
078150,HB테크놀러지,KOSDAQ,3810,7.93,3701911,14156359888,353247639960,92715916
225530,HC보광산업,KOSDAQ,2900,-3.33,92852,272192632,105382308300,36338727
060560,HC홈센타,KOSDAQ,2920,-0.51,25192,72699610,74132962920,25388001
012630,HDC,KOSPI,22800,3.4,68225,1547744200,1362111238800,59741721
039570,HDC랩스,KOSPI,7810,0.0,12716,99929640,202728863810,25957601
089470,HDC현대EP,KOSPI,4430,3.87,58273,257514485,141317000000,31900000
267270,HD건설기계,KOSPI,159300,3.71,263870,42040305050,7633958192100,47921897
009540,HD한국조선해양,KOSPI,415000,4.01,243229,99837124750,29370843140000,70773116
267250,HD현대,KOSPI,277500,7.14,165060,45072952000,21920581087500,78993085
443060,HD현대마린솔루션,KOSPI,230000,3.6,166011,38117946500,10311695800000,44833460
071970,HD현대마린엔진,KOSPI,76500,3.66,310479,23743594000,2594994367500,33921495
